,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Madera County, California",10400.795993450112,10325.232236161608,10263.960025127508,10314.83363933198,10390.690838400882,10517.168327720938,10572.281391784874,12233.475383850202,12559.828911291148,12759.53500247959,12765.452521273208
"Marin County, California",13203.883321144374,13420.576138174692,13646.414348055254,13866.413274127735,13996.983373677058,14219.67508226013,14285.373247240062,15833.729707823013,15704.152098607487,15426.091538571927,16048.213386344589
"Mariposa County, California",825.9492105844644,779.2617716942599,771.7027322381496,743.3329969792121,710.8570845801654,700.8450196559378,703.8313087141992,823.4862874202258,825.6495137384472,836.179482825331,791.4784686508839
"Mendocino County, California",4731.08379304574,4696.248182783578,4604.859714035365,4649.7473991033785,4636.589070361664,4593.394546847267,4531.81565095829,5483.461673006988,5494.005062817443,5452.854265887963,5464.7120034222135
"Merced County, California",20343.64941770764,20450.902586208093,20535.078623880334,20604.496606807705,21079.42337523074,21347.57619347723,21739.69994196138,24530.359281920602,24468.45003402587,25525.52104988648,25611.431164066493
"Modoc County, California",495.5508737831327,469.0209022280106,460.9819169051342,430.8923828199821,415.5876486977563,412.5346908961815,427.8794133109408,461.35310987514634,446.2250973442383,448.4630828606158,446.84891136660104
"Mono County, California",696.85882898252,690.0463671882475,672.221960443682,695.5256915962507,690.6329700908607,691.2595612860072,690.9795784709997,770.8043659261698,760.3194348348682,723.977211116847,750.0513364599014
"Monterey County, California",27294.18672205301,27199.31894801801,27435.955896722633,27802.789764091096,28094.88649318524,28411.753277181215,28615.31412208423,33836.2131085158,33712.709268404506,33585.8127497532,34544.082754261945
"Napa County, California",8258.079186175126,8233.668961138825,8180.66233575196,8106.6183494706365,7992.286108969929,7818.747956696022,7702.1092712883055,8902.334549813171,8732.356413927762,8543.906415484942,8532.463881884058
"Nevada County, California",4840.709902483789,4771.07869184109,4672.357805550215,4580.262790610878,4522.550077339536,4444.6665888913585,4386.1539802348,5127.441128396568,5148.815169121176,5021.3915147131465,4957.472606607114
"Orange County, California",191459.77560946933,189371.85278030345,188240.6884138193,186712.62765016867,185172.6756956811,183617.0053629333,181137.9443859585,216062.98671196334,211278.79723087186,210971.8003502515,210281.01210300133
"Placer County, California",22402.057216838304,22391.36524299555,22359.875945959,22486.926622394458,22643.266980708042,22845.81483204506,22965.359700391422,26394.637791721485,26736.329334612496,26827.55909940171,27107.658678199597
"Plumas County, California",895.7937352988569,848.8930039260495,840.1341213921148,837.9343982882251,842.8671296752395,847.4532095039331,854.9589312366656,953.52209480446,973.2274199706155,945.3061327477978,952.330726373771
"Riverside County, California",161142.67764337783,160396.38544798386,159932.13715126,160038.36414788725,161035.6130083383,161745.0443187781,161666.38761539548,182745.57113977097,183975.1475871671,185876.025583038,185835.69637301122
"Sacramento County, California",88329.13570426927,87940.27874579659,88012.77673399086,88402.91467793734,88935.03485155608,89406.2290339172,89614.8025436141,107396.06441946421,107102.02601200159,106895.1604710798,108752.27529634238
"San Benito County, California",4101.4697963920225,4058.0885960785304,4034.4782448383557,4058.4352260477604,4079.4326202387742,4137.998611385983,4143.117997983003,4855.781832800873,5036.154818594609,5095.8847777593255,5101.070272045073
"San Bernardino County, California",149210.4074941154,146847.47943979444,145351.2150034607,144741.2392524228,144371.36713838537,144319.69447077022,144098.40287056402,170859.68089958702,171697.40526826397,171808.39135379763,171412.39383561607
"San Diego County, California",186502.25028472228,185366.11408371132,184771.6158312584,184026.4305183518,183400.07080266415,183297.92395039895,182498.74431728845,222327.69474979636,217931.94553519733,219170.0976862125,220313.5837708743
"San Francisco County, California",26525.97602003793,26636.602376516596,26612.139028058737,26788.95684640403,27120.861862261707,27399.560030611658,27608.413674247222,35857.60962247627,32602.76264078383,34027.02741944749,34922.61420117349
"San Joaquin County, California",49986.27413124455,49923.522331797634,50294.3956859738,50794.5994162744,51435.31900931978,51928.61703657746,52345.2311378066,61191.96491322905,61853.42574581508,62124.86942192973,63329.65001689093
"San Luis Obispo County, California",16736.061725552274,16783.46908324263,16682.44194634656,16720.53052064024,16545.099481240955,16714.011435859094,16648.113005580126,21618.363073636538,20852.8293951378,21558.003231123093,21674.931400626705
"San Mateo County, California",38264.67217692894,38378.538103241,38570.39393755709,38684.806197821046,38611.76200520942,38661.39559374171,38321.198182251486,44592.534519206936,43147.257393448665,42360.017410608336,43418.418753038364
"Santa Barbara County, California",28960.02708021257,28967.986132128557,29055.681851983747,29165.761399550516,29295.47854506033,29512.771229656828,29486.681194086854,37971.82543616058,35475.55158455671,37639.187644846636,37812.21611032557
"Santa Clara County, California",105016.84748222124,105667.97941171982,106225.84262392475,106682.0116879641,106812.31530684198,106962.08270133467,106312.49692104678,126122.59618677295,122726.68706884728,121910.46737884825,124534.7584540271
"Santa Cruz County, California",17376.581118065893,17342.465512960247,17475.55534989918,17465.103348989807,17563.55760348561,17470.995950521265,17542.37342455005,20972.771823806197,18653.158336985267,20416.878713744743,20137.077696950542
"Shasta County, California",10005.885724657646,9884.954293256182,9718.495256160708,9655.356557793832,9609.97566219548,9609.375773040205,9559.342107280754,11180.084086888999,11282.028171300331,11261.883389439756,11179.922532446928
"Sierra County, California",137.03606090890932,128.1038525958143,125.47752293762747,115.75874867016083,114.97218271578922,110.70605240554575,122.33125912014107,146.71110644503398,147.77391310569607,142.34433959324656,140.37394930658053
"Siskiyou County, California",2287.591696153196,2228.439145281556,2211.721232420721,2211.7479128715013,2218.8137417972735,2229.385793940607,2247.583511105183,2560.197237383917,2579.945158370013,2574.831834512633,2580.800267948763
"Solano County, California",25194.624817014428,24883.23753013919,24740.93554525033,24688.23562630744,24620.9241684135,24547.14687869452,24458.7580716136,29609.533286911897,29371.561911729154,29178.100700480813,29396.247603408734
"Sonoma County, California",27415.67781683722,27254.938206617673,27049.710880611823,26845.123367286502,26685.43684687095,26498.91360527812,26132.546289578306,29849.513341565747,28982.247630647893,28997.84265287536,28885.166895560636
"Stanislaus County, California",36402.79923094442,36130.94033437406,36147.56504916445,36375.34993885375,36712.1210821224,36981.8871932829,37172.71651030032,43197.31595141845,43322.91834518566,43432.92231185427,44027.09232543458
"Sutter County, California",6173.328826317526,6185.687324441297,6170.142638974779,6192.726451327199,6210.604240562415,6220.802939107558,6235.107771614626,7370.936284435588,7378.365945401556,7289.780657112115,7421.964148356725
"Tehama County, California",3790.96225195252,3740.968574485604,3705.6130948314158,3708.3327736836964,3754.08704446933,3770.8049789192564,3857.1007631103203,4402.020118261296,4445.52504664945,4436.1268290496855,4488.249422836207
"Trinity County, California",603.0439720387877,583.5664352113208,572.301209485891,557.0098263836006,555.3300374390105,543.758170036884,517.8680975186621,797.2944709003791,804.1436403337111,781.2465229895124,793.9574195020709
"Tulare County, California",34395.999395292856,34379.10835095468,34518.144215093904,34668.21859668875,35039.01212540349,35348.093269619,35502.23379688323,41216.78562258837,41717.771401203696,41975.84833378664,42497.50604643631
"Tuolumne County, California",2458.9833566902284,2407.4565356071025,2341.278230458587,2312.335243316972,2311.3354064690884,2316.641426687022,2318.8944891033807,2838.0835139150213,2826.1892007675133,2811.2307860509713,2807.096711722041
"Ventura County, California",53739.10697863632,53120.06522842775,52522.34067080502,52076.53045278276,51701.04455421802,51163.92569290897,50449.26894333085,59140.50505910668,58113.2520438151,57255.130566303415,57222.94752772884
"Yolo County, California",14878.562711135663,14626.128120025758,14998.947592694323,15726.175701097001,16152.14857401536,16292.370843856106,16499.93120886339,20695.38579403513,19584.875947971206,22056.04887304044,22088.42020572244
"Yuba County, California",4724.031444674448,4656.706614171486,4652.533854644426,4730.697347496703,4849.015800259919,4934.791693469867,5004.102954594115,6188.176841869665,6262.852981274367,6372.512354299593,6541.532947081867
"Adams County, Colorado",30006.94039793032,30788.388649653993,31643.50749088261,32283.413211439194,32774.8178766115,33431.52161614854,33655.9730039049,39058.83368222039,39160.66303525409,39296.67036315677,40848.444650148565
"Alamosa County, Colorado",1026.8171650314373,1068.6518922978762,1115.539337418021,1149.2417085783989,1136.456668667604,1158.0806108755824,1176.7982621994574,1480.2802771421757,1519.7270819817375,1545.056157904142,1607.1737733654547
"Arapahoe County, Colorado",36466.65886279872,36829.44006505228,37235.22913561023,37480.97151046165,37790.57241612372,38063.79100099658,38237.009074217494,44144.46168269844,44172.937947678525,43874.36383394671,44957.251648263955
"Archuleta County, Colorado",571.5013141006749,563.0757105160349,573.127785321887,556.9964969527562,606.1769711927022,626.6410586153902,622.6948778235967,668.7934124900596,677.231571476669,672.1584469211546,698.3818495251372
"Baca County, Colorado",197.4284431509073,193.37562691235777,185.20332569194534,177.29765626660492,177.0176950406884,193.13567556806575,198.16171297099177,209.29902932200608,215.60517089846275,217.45917220437005,215.54879234672566
"Bent County, Colorado",253.32807316921418,237.65005021606942,236.45020713824522,228.45121010790234,236.21023420486222,233.46391807998393,234.31715277766895,304.92369718358316,309.18912243287815,323.0266961495725,316.67450027720446
"Boulder County, Colorado",19759.06821862486,19956.32333599661,20364.551757166377,20519.225569609847,20652.675344359763,20700.789097117602,20657.19441001969,27008.389068295302,25920.573220082784,26319.883614708164,27171.831842768228
"Broomfield County, Colorado",3635.9553764506645,3735.5828367516942,3884.550702873714,4008.9616986310534,4153.450098782044,4235.906359217162,4193.724958803311,4991.390086173516,5067.492486251684,5073.899828117508,5337.7751108248285
"Chaffee County, Colorado",775.2889752189593,749.7721915316564,738.7202582888297,764.197053683599,777.5686964970071,798.6326946640615,794.4065742354426,910.3092706508719,898.5332801914302,892.4466359474217,919.016267802252
"Cheyenne County, Colorado",103.60027836542145,104.80012144324559,105.8133309001557,110.33276357462671,107.74642220897343,106.6932244595298,100.70731691216258,108.06546870956164,107.04514457630935,108.81734083347018,106.91174055965537
"Clear Creek County, Colorado",349.9559149811383,362.27436004510275,367.70034514063684,382.85843393448204,375.4726986684412,376.7525399204233,375.1393981300558,408.8869715932485,413.8358846412766,405.20403284347935,417.7449780289787
"Conejos County, Colorado",572.7411670601234,585.32624391916,578.1137912540977,558.2496361648674,562.7690688393384,559.4228419700935,544.3047414687817,547.2673164316961,552.485663554115,547.3917401291665,560.8072210803365
"Costilla County, Colorado",193.76224517412135,183.6568526448912,176.87104971230787,197.81508300176176,188.5362447194367,193.34896805066882,195.78866408794158,204.2984860236216,207.26754479447368,196.40550199811716,204.86896135115637
"Crowley County, Colorado",194.65546816433996,199.54818966973,183.53686617819972,194.4021658001124,192.02913850615312,187.98965169844814,188.5229152885922,296.8019628181658,297.84329000282327,293.841923656959,309.32412742308713
"Custer County, Colorado",197.7884025509818,192.20244269622265,179.37739290380318,180.4305906532468,190.92260144424054,185.00334105109587,183.28356381397217,194.96585587502855,212.47911830893028,227.55817616294283,212.13114305986534
"Delta County, Colorado",1706.2116546149205,1636.0071705004536,1609.2372260119487,1637.526984685819,1611.130307439142,1610.130449002167,1592.1460459092852,1811.1132782041168,1823.6123432182437,1811.5708353657246,1794.9166742833092
"Denver County, Colorado",29121.971067219023,29978.223363440335,30946.341415728846,31582.821019187486,32002.728051151586,32638.421110244948,32852.833774215396,39924.711141182284,39317.865124687276,39539.703098683516,41407.42947257929
"Dolores County, Colorado",106.86652864959935,96.08122720184457,99.69410745525248,106.91986796206828,99.82742335278851,107.19982918798485,105.52004024339465,134.24864314690916,128.2409081801896,138.35033018540986,138.02905910667363
"Douglas County, Colorado",22240.972271994986,22833.804280825065,23373.082747410917,23719.05219106046,23928.74554566104,24138.652041620593,24233.5063566902,26720.736585585728,26982.67014765732,26621.70657285692,27521.978732214422
"Eagle County, Colorado",2845.8282187781283,2889.4094037324708,2947.4554175421986,3043.7632666574905,3054.3486050534875,3106.5953017585794,3102.6091326742526,3523.4745232177524,3544.069640997527,3498.9367128174517,3636.486416306754
"Elbert County, Colorado",1634.9406433201655,1634.713999817627,1631.1144705841543,1606.6375336263595,1627.5815669158135,1624.3419754933248,1643.7928534591026,1732.6796302126884,1772.0364563375915,1764.4384386651102,1761.982155171122
"El Paso County, Colorado",42004.11979300737,42421.640317123034,42490.83157019149,43056.58679855455,43446.831183645976,43610.530639953,43633.83434951648,54598.70801489419,54252.77077538831,54189.10195383209,55754.51343890301
"Fremont County, Colorado",2063.806585637237,2038.3164608116224,1996.0417759709512,2027.77111070816,2032.930485597713,2037.0366411487312,1994.8819643638424,2495.1250511299104,2512.9328715528927,2512.3886574489993,2529.257429276266
"Garfield County, Colorado",3498.3059242429076,3498.612565919605,3529.4219756267235,3609.5585264912606,3632.529021872716,3667.6312423408585,3716.6517418215803,4347.13594938616,4372.252552618872,4386.823725842364,4497.823467535236
"Gilpin County, Colorado",229.95771645151387,254.47462011275127,254.4479612510622,253.23476715330264,266.5664216741772,267.2196717310128,252.60817595815607,263.18849204015396,273.6878939807307,254.52471188290863,261.8498571474191
"Grand County, Colorado",680.834240827418,694.5525136100559,709.0973190505081,736.3472309948703,733.014311967379,738.4536049046667,750.7320616760975,838.0180780697376,826.638335513167,817.6811543980109,852.2825329942779
"Gunnison County, Colorado",953.6796879929959,973.7304982922312,978.4099057259273,993.9146028999116,1033.5095971808364,1055.1201883688793,1080.5969621745578,1407.5662603119322,1400.5023189473377,1376.5282643964874,1476.1522647939523
"Hinsdale County, Colorado",30.80945288530104,29.129663940710852,33.68908490771539,39.12839943409402,38.63512413648348,37.96854464880339,32.902518953343794,37.94601641584653,35.88429703727975,37.58041172795218,37.19349070796951
"Huerfano County, Colorado",261.3004113378681,251.00838518772386,255.5411472930394,276.56515716756036,286.2972608658715,305.9081135908743,296.4826299801687,335.7413321858735,341.616236391391,356.6570006419355,368.96415263914196
"Jackson County, Colorado",67.8447862513523,69.16461579586797,61.51224873475509,56.84617073190354,59.83245979016489,57.61940725543064,56.446223039295504,63.04346743471639,62.15713109383626,64.61757777477658,59.36047306972715
"Jefferson County, Colorado",30723.59492136421,30537.405109844316,30367.866391318305,30256.30714739326,30191.288632262756,29913.416931803346,29695.777660415795,34374.63872197201,33934.271101405255,33132.509832414355,33529.1552313774
"Kiowa County, Colorado",79.76328362270868,80.42986311038877,79.13669242756214,73.55073257280297,71.99093009490429,66.44495853267867,69.15128636502347,83.79893521320336,86.1468055171191,82.25484753419362,79.64392185110603
"Kit Carson County, Colorado",421.8268370202602,419.4404802954563,429.3192293221479,429.3058998913035,438.6647363477865,441.31774645675324,445.17059964354416,494.4528171611454,492.95122001755806,493.87391504766026,504.7796107047137
"Lake County, Colorado",411.3615066800464,406.05550805120373,412.13472161448254,422.16013755864566,421.7202015735041,412.12141377272894,410.2416401872893,472.6687639359491,464.78687856366275,456.4221856227251,466.34009993554326
"La Plata County, Colorado",3045.722563457088,3025.2585408016735,3042.776349047724,3030.1379760544005,3014.686639781976,3087.650769452166,3070.306243807094,3421.7206730659896,3398.7776021008713,3471.7790654961836,3461.2224122393577
"Larimer County, Colorado",18910.295525001868,19295.873680966815,19806.742510357562,20030.7409781234,20229.289352534335,20539.850128340855,20890.245806594405,28164.674738697235,28189.54914284587,28208.280926672738,29781.821558592666
"Las Animas County, Colorado",770.83616810962,743.3329753901212,728.6415030321974,747.0925009719097,767.7165631538226,791.5668873273798,766.9566344720491,863.3009217415294,846.5555676759236,847.8615663099254,863.4297206517589
"Lincoln County, Colorado",255.59444342732652,263.8067545293634,256.12772860656156,275.36531408973616,274.7387228945896,268.7528153472224,279.79141915920474,338.80145063388466,317.4634282952147,322.6937588593934,335.58298859438844
"Logan County, Colorado",1276.5056774964637,1285.5178623946256,1263.6539472532643,1218.459642097645,1175.931676481837,1175.451730615071,1181.6909405266658,1361.5624542260762,1335.2948592191653,1304.7628970966766,1291.890921604829
"Mesa County, Colorado",8683.638717202757,8535.724156775637,8650.682945293309,8774.64061086739,8788.425660338795,8940.659841512264,8935.38048015602,10159.347880122363,10287.777622407444,10424.957148451418,10511.400442465367
"Mineral County, Colorado",23.037099357496647,21.210665084525928,24.436927076170292,26.796624939285078,25.503454256458433,24.636890127928858,25.67675844652798,34.997824575085495,37.04762857254944,37.23649069803363,39.41950701210976
"Moffat County, Colorado",782.301464832263,784.7411608695357,773.902520109312,793.1800722959293,812.6976190050206,815.8572338424424,801.8723076756413,925.7921799434253,938.3533012625687,949.1243152185623,958.3573596264018
"Montezuma County, Colorado",1418.9945766644144,1405.8228969027646,1402.3299815269577,1423.020690863093,1435.08583356283,1421.6075337135749,1412.1287539685823,1557.2327836432357,1585.5688424208274,1593.4873278881678,1590.0049126377994
"Montrose County, Colorado",2426.9074999292448,2363.0755632129985,2331.892821496779,2320.414260110564,2306.4160261020093,2267.6076193645467,2280.3926808644333,2583.5604162299605,2576.145757398702,2601.95199347617,2552.142004736637
"Morgan County, Colorado",1878.0433806716396,1843.5543572005263,1825.0500199483452,1783.7218974103614,1772.4033323724627,1755.6187939464962,1760.3782211434411,2063.3150091047255,2048.6815153416005,2091.3261681367358,2041.2953854125378
"Otero County, Colorado",1193.6362478833476,1166.2530416305403,1162.1335782377685,1184.6773807085635,1203.9949211877145,1204.248223551942,1218.0331434888026,1333.8667364582295,1324.1012354829277,1301.592223212484,1334.7277822355024
"Ouray County, Colorado",227.03805295838418,217.33260812176206,227.25136703007817,226.8380899066256,209.88022570149863,206.05403137639675,213.03981894982957,220.03461460919308,213.23837658671462,205.96678521011776,216.6673970457687
"Park County, Colorado",747.6124567203,748.0257554328438,748.0790947453125,759.0910181065149,757.5978843719298,748.5456895921433,767.0766857060133,757.4360104754978,767.397458271683,754.6396803092372,761.4888414729512
"Phillips County, Colorado",266.08647580741115,248.31538678622357,258.0208316228457,258.75407985383924,255.8744478314249,254.8479089436703,256.52769788826043,329.41166931370043,336.084096184622,318.63238441528927,331.4655498063076
"Pitkin County, Colorado",754.0650022926799,758.2378049979209,769.223069497434,745.3860747547214,734.9207228254169,719.0160563697334,706.031010228998,838.759063730412,807.1561521181451,773.1836865439866,785.5627316674083
"Prowers County, Colorado",869.6637114363429,854.1323338115785,832.1217733418366,814.1373702489551,823.2962220645885,827.2023929747575,822.2163654534558,932.5341658076657,941.103689057818,940.44896961246,928.4411273699506
"Pueblo County, Colorado",9941.987054430816,9874.808890845326,9906.578170696885,9914.29716332313,10035.4418872072,10066.50464245673,10059.292189791668,11359.299475124973,11391.695337759746,11441.439264507033,11524.32894424561
"Rio Blanco County, Colorado",425.4530251154216,425.7996550846517,398.909724129455,407.5886300783225,407.6419693907915,412.281388531954,428.46601621355387,465.29262409796513,470.17614586878045,496.9584167511463,482.53124328992584
"Rio Grande County, Colorado",711.830327333633,695.3257285444921,687.5266945659077,680.647564028322,683.8471671582772,666.0360682554654,667.7825043542781,778.9156806239919,755.1791706328929,742.7801248529261,745.2211804036012
"Routt County, Colorado",1244.469830617104,1266.7070345893844,1277.105717775376,1266.8670093486096,1247.5894355729015,1268.1868388931252,1263.2007897827327,1384.0791428589637,1344.0362346223467,1333.864180990057,1354.1955056335628
"Saguache County, Colorado",333.4646672119329,332.7047601192503,344.1433116238406,368.2602675924699,377.0724894388734,386.73794598296195,390.4174733905924,378.3179701749671,389.3387163144432,391.12303213467806,394.1441417871294
"San Juan County, Colorado",28.6230592122558,29.5296116333189,25.65009958483896,23.956981209404265,23.170415255032665,22.90378345996063,21.890574003050528,26.906890753794556,27.205161242217528,26.840101039579675,24.524170030173956
"San Miguel County, Colorado",330.9049847079686,344.8765598548342,348.27614762563906,366.54051194443707,362.5143329784857,369.94007812615104,368.6469074433244,412.19375148716165,410.90855172259387,400.40827300148806,418.94500989503894
"Sedgwick County, Colorado",116.70528938375746,112.82577733527752,121.86464268421955,127.02399598468165,119.19830314440827,112.13253898590841,108.10638160904796,132.19567113535942,134.02563749708986,125.55691136417346,128.41009859927743
"Summit County, Colorado",1056.6402184451538,1067.4522219327794,1083.2102430600821,1107.90047250048,1157.9741481415535,1197.5024952682556,1192.7964289728707,1482.2596553237186,1462.8747979524226,1462.0330311905377,1550.0564549968012
"Teller County, Colorado",1262.360906104983,1229.2317436491007,1191.30316570374,1157.254142985041,1154.734491951792,1157.5341689782304,1149.735134999646,1243.0348257617202,1231.392082435436,1202.0219853505573,1197.8602647680004
"Washington County, Colorado",272.6856451190804,272.0057362005558,270.79254210279623,281.17789585794293,283.3243012384546,273.20557927837996,286.16394496833544,306.09120801383403,313.30482510389004,319.0142895821867,319.0351201951583
"Weld County, Colorado",17961.296690911662,18446.71562124933,19033.61501866632,19595.5974999622,20186.736390416838,20796.48618880314,21276.545608486773,24438.022861426733,24912.674796549385,25563.67558173332,26614.146836414508
"Yuma County, Colorado",629.6006672228716,636.4531388987684,620.41517813464,631.2404894640191,609.603217825196,618.4154396715996,635.013344476652,717.922884338308,733.3739509690436,739.646017081822,735.2759104551412
"Fairfield County, Connecticut",60450.674899770194,60483.630606912375,60149.68586429913,59872.773904449605,59433.25621406231,59204.484989668694,58610.45300822625,59743.56564105551,59743.56564105551,59743.56564105551,59743.56563961495
"Hartford County, Connecticut",53770.68943056515,53266.846161149464,52710.56958299685,52171.984095691274,51554.39529662294,51144.78035557625,50457.53360064717,52153.828360464155,52153.828360464155,52153.828360464155,51127.629989804846
"Litchfield County, Connecticut",10690.505998804907,10375.73232405516,10082.55591106261,9834.427136308212,9644.904340993553,9445.876107072214,9215.345138738023,9898.478136719239,9898.478136719239,9898.478136719239,9898.478136615306
"Middlesex County, Connecticut",9581.272237794521,9464.76686828434,9258.592850441251,9086.17454307101,8865.189023225126,8671.786672683806,8427.844030065491,9050.803746509364,9050.803746509364,9050.803746509364,9050.80374650936
"New Haven County, Connecticut",52568.23949277721,52079.300945023875,51344.86008170885,50758.36069675174,50294.165933642165,49760.6334016703,49012.31431240251,50831.12498056809,50831.12498056809,50831.12498056809,50831.12498024164
"New London County, Connecticut",15822.99203319166,15454.505208453018,15184.152602335362,14921.279059088749,14726.050382219913,14498.279037852355,14291.705029138475,14985.566193182789,14985.566193182789,14985.566193182789,14985.566192275843
"Tolland County, Connecticut",11356.686834137841,11217.904250773756,11012.14351005412,10808.382572564797,10629.298470317755,10408.139689459982,10269.103868498943,10814.52274225817,10814.52274225817,10814.52274225817,10814.522741927254
"Windham County, Connecticut",7302.94594254735,7091.14599814606,6990.558624522408,6940.684890344001,6856.762133446897,6857.042116261904,6751.015514468236,6970.022174248122,6970.022174248122,6970.022174248122,6970.022174104201
"Kent County, Delaware",10556.242869704383,10567.134849777074,10607.609672850102,10609.396162008721,10670.69507508269,10733.327190310201,10842.473418648759,12846.967267863824,12973.94360819077,13125.827924865187,13244.699486849559
"New Castle County, Delaware",33166.112523336014,32816.57005819105,32646.778037300814,32611.409141859418,32569.187839509403,32485.065097971452,32291.916071383443,38134.33143216107,38281.40872424845,38436.4863492676,38359.994192599566
"Sussex County, Delaware",9696.751564966038,9688.765983722904,9872.449559996756,10022.937283482323,10224.431872302623,10371.453404041344,10468.574542739969,12290.013709361278,12684.245741368395,12979.377513696745,13198.188696815803
"District of Columbia, District of Columbia",29467.935826035835,29343.89852930214,29462.470413964133,29304.91709903279,29763.33959250305,30111.82927009129,30311.88436673675,34431.03754300086,38317.78657909318,38927.21330098486,38533.9006812799
"Alachua County, Florida",15145.035330244838,15211.733569552654,15407.40218240663,15924.630186586572,15958.372697163122,16121.179060014472,16226.139220984212,25805.115494122365,26324.017154361678,26507.939338905708,28636.601723533004
"Baker County, Florida",1645.8726980417553,1651.0720180456601,1682.761321312153,1708.038132066073,1709.01135323045,1697.266138460072,1720.0766159041211,1927.920107592815,1963.2796590192906,1965.8941048500005,1991.034514731524
"Bay County, Florida",8985.281067497934,9045.593494743956,9182.589632127605,9297.455200985729,9369.486205729529,9417.186897254827,8734.272919790212,10384.927701621467,10851.96480818607,11302.978392510959,11024.510222500276
"Bradford County, Florida",1275.3859837164337,1252.0955819947098,1288.277680663076,1287.9577095555346,1320.553608421273,1312.8612530676266,1334.3118910855355,1654.8192389677981,1685.417347421792,1669.8774963314288,1726.1297622100487
"Brevard County, Florida",28156.87784581222,27900.09697509428,28019.841936026944,28326.41667228368,28667.667130399714,28760.788964884992,28859.49654333411,34011.67728679082,34614.50485015907,35297.2754791541,35477.50720105311
"Broward County, Florida",102971.15611123986,102468.31315363206,102245.02134000282,102580.31274373499,103075.98427324662,102983.66349995749,102304.61598576869,119303.28872984237,118756.37602661285,119001.70657681118,119747.07200593542
"Calhoun County, Florida",742.9197198557596,734.3207904919591,738.9335507714327,740.3067196284173,744.4528634719694,755.5448281855115,735.5873454912785,829.8159583004116,836.1742225678495,856.746007217854,848.7720048088003
"Charlotte County, Florida",6046.19797899518,6049.224256345973,6013.748725457822,6049.917516284434,6060.836112040633,5988.5385834472145,6000.003858580767,7085.081928156757,7335.586561875953,7652.405422916892,7479.434954359261
"Citrus County, Florida",5641.928852157139,5532.436037027535,5511.905302450626,5520.557571126895,5644.408709199674,5699.228547374121,5694.909056162318,6789.873700208908,7014.85750811677,7198.464428312676,7187.22274346594
"Clay County, Florida",13095.829760709617,13064.940309650156,13185.61833074194,13390.72579981565,13428.481181516396,13448.452101586927,13454.797990123461,15014.767420514272,15329.957935072936,15508.039156374763,15555.98604334361
"Collier County, Florida",15969.78752592239,16136.193288472665,16312.864418311396,16595.34885746119,16819.65390213645,16868.08784189274,16953.037008143056,19385.50971657516,19704.81756368975,20093.59254536258,20313.007229681774
"Columbia County, Florida",3648.073685750143,3659.512194076551,3672.0172727614304,3780.550260924775,3841.115968945934,3877.444756120862,3879.2845414137682,4380.955767394729,4455.2171901054935,4608.101963685093,4631.795189901856
"DeSoto County, Florida",1848.2603587286387,1853.2730667007204,1833.1022699347936,1826.4764201723442,1885.58896116236,1879.1897980806314,1901.0270327712128,1994.9283021045667,1992.376017863391,2038.1238613510777,2033.3154075612188
"Dixie County, Florida",726.3085072089536,727.6150073226247,741.2532819311048,749.3989027007374,764.5303326328936,761.2640823487156,778.4619410763165,906.81926803705,943.6836899057165,948.3341282833501,967.2093340276423
"Duval County, Florida",48645.12316268125,48760.72197977036,48944.79204477143,49503.721697800276,49859.677259952354,50172.9317034222,50475.413591969664,64272.48555006365,65090.96588180556,66228.66751690069,67493.10306008943
"Escambia County, Florida",18549.92705767662,18188.31953618829,18042.84465020935,17919.55386637022,17961.802043472842,18063.082698624046,18190.626607178936,22190.86381166631,22508.34462703543,22691.644499734353,22718.753685621625
"Flagler County, Florida",5019.954109024602,4985.865054835187,5018.727585495997,5061.642147784477,5189.279383944371,5266.3629985964235,5311.837264977959,6008.949446623389,6225.189915326942,6477.206770039293,6465.5289877590485
"Franklin County, Florida",434.9185401968425,449.84998548814934,441.9576454936534,456.009218814677,449.6366930055463,452.46300730458256,458.4355854211053,591.7499050725032,591.2102494116851,599.1962360366072,614.1075411898426
"Gadsden County, Florida",2516.882897884303,2430.5071371081713,2478.1144146721017,2483.7803727010187,2499.191763859091,2526.961631551844,2460.849973557551,2778.575168350188,2792.0097657879232,2812.289956280961,2811.4488547719975
"Gilchrist County, Florida",1070.5983130375382,1038.5223483310997,1050.974130881691,1064.9590138703102,1066.305502276515,1074.3711680501713,1069.6384428930971,1120.1094966930655,1139.391310945443,1188.9995764045239,1162.6993804742476
"Glades County, Florida",563.2090264135709,569.8081957252401,583.1265208152702,596.5514813520563,605.2437167317684,590.752229014694,589.1924265367953,577.1202307141863,598.4067509158012,598.766367886822,593.9733832992407
"Gulf County, Florida",623.7480755730404,606.1502691528314,633.6001225598612,630.7738082608248,632.853566487114,641.9324417176806,609.256587855966,744.7421280767571,772.2846781467631,792.5477742616971,785.5604959480362
"Hamilton County, Florida",723.5354674551135,717.7628739794402,732.800954717503,709.9371811391669,719.375994180717,705.2444442746264,712.3368888839061,921.3342461800464,855.7797731475729,873.9470744202619,885.492848617784
"Hardee County, Florida",1849.8735436971883,1817.650933662369,1808.4254346925131,1799.3199006002576,1821.8770972691698,1805.985781833422,1751.7925996213944,1968.1586159599656,1973.2754253059334,2010.7229462200394,1971.4323861597416
